11.63,-9.60
11.17,-12.43
10.79,-13.21
6.91,-10.89
10.61,-8.24
10.61,-6.27
9.21,-14.22
11.45,-7.99
8.82,-10.05
14.81,-10.93
10.33,-7.81
8.21,-13.76
6.19,-11.74
-13.78,8.86
-10.86,10.49
-8.19,5.41
-10.25,10.92
-10.69,6.33
-11.40,9.84
-14.67,8.59
-9.82,14.96
-12.93,5.61
-5.83,11.45
-5.59,10.79
-13.80,7.90
-9.07,6.97
-14.92,8.96
-8.56,13.19
-14.98,10.97
-11.89,5.12
-8.12,12.81
-14.75,5.16
-9.92,10.76
-6.97,13.52
-7.47,12.70
-6.04,12.38
-10.73,13.94
-8.22,10.59
-8.08,14.19
-8.42,8.15
-10.05,12.97
-8.50,5.83
-8.14,8.38
-8.95,7.04
-11.13,12.59
-11.58,6.62
-8.69,5.86
-10.92,13.03
-11.72,9.66
-8.52,8.77
-10.86,8.78
-9.27,6.44
-8.47,11.53
-9.53,6.55
-5.87,7.31
-6.00,6.61
-5.76,10.32
-9.71,10.34
-10.65,9.30
-12.63,9.69
-10.66,13.22
-14.48,12.56
-9.27,14.36
-14.55,13.47
-12.72,11.34
-8.22,5.07
-7.91,6.24
-9.10,13.77
-5.54,12.18
-6.91,13.66
-8.79,9.73
-7.35,9.10
-13.70,13.19
-13.19,7.83
-5.71,10.90
-6.53,13.21
-6.96,6.49
-9.82,6.51
-11.53,12.02
-7.77,7.28
-10.47,7.37
-14.82,12.91
-5.31,14.77
-11.41,6.30
-7.71,11.43
-9.31,14.10
-14.47,8.31
-9.40,6.46
-10.01,8.08
-6.29,13.55
-14.65,10.66
-12.04,12.98
-14.32,10.38
-6.45,7.29
-7.62,5.08
-13.65,10.33
-8.23,13.61
-14.28,6.76
-14.98,14.79
-9.30,9.26
-8.62,7.97
-5.33,14.20
-12.86,12.72
-12.35,7.43
-8.21,12.45
-13.27,8.50
-10.56,14.86
-9.81,13.30
-11.25,10.43
-12.28,12.44
-13.24,8.47
-10.27,14.88
-7.65,9.13
-8.54,-5.77
-6.48,-10.85
-6.55,-11.94
-11.87,-11.81
-11.40,-10.80
-8.02,-7.19
-12.60,-8.79
-10.68,-5.17
-12.86,-10.24
-9.48,-8.48
-11.98,-14.44
-11.33,-14.35
-11.18,-5.81
-8.15,-5.60
-12.41,-6.70
-9.06,-12.39
-11.91,-12.43
-6.95,-12.57
-8.61,-12.28
-10.61,-6.76
-7.45,-9.57
-7.43,-11.59
-13.08,-7.59
-7.63,-12.48
-13.37,-6.69
-8.98,-14.08
-11.97,-11.15
-11.58,-13.31
-7.44,-12.12
-14.22,-6.57
-10.65,-5.67
-9.16,-8.73
-14.80,-12.20
-8.49,-7.40
-11.15,-5.32
-14.67,-11.48
-10.13,-5.03
-8.74,-8.26
-11.17,-11.40
-13.53,-8.24
-5.19,-10.68
-14.43,-11.45
-11.70,-6.92
-8.28,-13.28
-7.74,-7.10
-10.95,-11.86
-8.00,-8.13
-6.22,-12.73
-5.14,-8.75
-13.10,-9.71
-6.04,-8.74
-5.13,-14.24
-13.50,-12.11
-14.06,-7.78
-14.05,-9.69
-11.15,-14.61
-10.92,-9.96
-12.55,-14.39
-6.35,-5.32
-10.34,-5.32
-10.56,-13.83
-8.53,-10.85
-14.04,-13.80
-12.86,-13.35
-7.09,-11.38
-5.06,-9.49
-14.85,-7.51
-6.44,-12.44
-7.20,-13.06
-11.78,-6.13
-11.62,-6.47
-13.01,-7.02
-12.91,-9.94
-12.67,-8.03
-6.64,-5.36
-10.14,-8.92
-13.15,-11.93
-8.37,-6.19
-6.55,-12.23
-6.23,-14.27
-7.44,-13.39
-10.87,-8.15
-9.88,-14.49
-6.00,-5.59
-12.19,-10.27
-5.84,-14.90
-6.82,-5.28
-10.33,-11.44
-8.33,-10.85
-5.32,-13.35
-8.56,-10.77
-11.89,-13.72
-5.94,-9.14
-11.13,-12.78
-10.66,-6.54
-5.76,-9.99
-9.39,-8.08
-6.67,-11.73
-12.64,-8.51
-11.30,-5.75
